ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0385488653,Seeing the Crab: A Memoir of Dying Before I Do,Christina Middlebrook,1998,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385488653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385488653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385488653.01.LZZZZZZZ.jpg
3872947796,Vom Kleinen Maulwurf,Werner Holzwarth,1999,Schoenhofsforeign Books Inc,http://images.amazon.com/images/P/3872947796.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3872947796.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3872947796.01.LZZZZZZZ.jpg
0140561447,Etruscan and Early Roman Architecture (Pelican History of Art),Axel Boethius,1979,Penguin Books Ltd,http://images.amazon.com/images/P/0140561447.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140561447.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140561447.01.LZZZZZZZ.jpg
0553211048,Tess of the D'Urbervilles,Thomas Hardy,1981,Bantam Books,http://images.amazon.com/images/P/0553211048.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553211048.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553211048.01.LZZZZZZZ.jpg
0823013677,Drawing Dynamic Hands,Burne Hogarth,1977,Watson-Guptill Pubns,http://images.amazon.com/images/P/0823013677.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0823013677.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0823013677.01.LZZZZZZZ.jpg
0942961269,Failing Our Kids,Kathy Swope,2000,Rethinking Schools Ltd,http://images.amazon.com/images/P/0942961269.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0942961269.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0942961269.01.LZZZZZZZ.jpg
0972658556,Cube 6,Thomas W. Griffin,2003,Watson Press,http://images.amazon.com/images/P/0972658556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0972658556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0972658556.01.LZZZZZZZ.jpg
078680548X,Money Hungry (Coretta Scott King Author Honor Books),Sharon G. Flake,2001,Jump Sun,http://images.amazon.com/images/P/078680548X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/078680548X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/078680548X.01.LZZZZZZZ.jpg
0910199019,Basic Balloon Sculpture: A Beginner's Manual,George Schindler,1983,Show Biz Services,http://images.amazon.com/images/P/0910199019.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0910199019.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0910199019.01.LZZZZZZZ.jpg
0262540835,Darwinism Evolving: Systems Dynamics and the Genealogy of Natural Selection,David J. Depew,1996,Bradford Books,http://images.amazon.com/images/P/0262540835.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0262540835.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0262540835.01.LZZZZZZZ.jpg
0330328913,Consider the Lily,Elizabeth Buchan,1994,Pan Macmillan,http://images.amazon.com/images/P/0330328913.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330328913.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330328913.01.LZZZZZZZ.jpg
0751516694,Nellie Wildchild,Emma Blair,1996,Little Brown and Co. (UK) Ltd.,http://images.amazon.com/images/P/0751516694.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0751516694.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0751516694.01.LZZZZZZZ.jpg
2130453066,Naissance De La Clinique,Michel Foucault,0,Schoenhofsforeign Books Inc,http://images.amazon.com/images/P/2130453066.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2130453066.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2130453066.01.LZZZZZZZ.jpg
0373112823,"Beyond Compare (Harlequin Presents, 1282)",David P. Jordan,1990,Harlequin,http://images.amazon.com/images/P/0373112823.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373112823.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373112823.01.LZZZZZZZ.jpg
0425093603,Precinct 19,Thomas Adcock,1986,Berkley Pub Group,http://images.amazon.com/images/P/0425093603.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425093603.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425093603.01.LZZZZZZZ.jpg
0743204093,"Augusta, Gone : A True Story",Martha Tod Dudman,2001,Simon &amp; Schuster,http://images.amazon.com/images/P/0743204093.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743204093.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743204093.01.LZZZZZZZ.jpg
0671884484,Mama,Terry McMillan,1994,Pocket,http://images.amazon.com/images/P/0671884484.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671884484.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671884484.01.LZZZZZZZ.jpg
0395688612,History of the United States,Lorna C. Mason,1995,Houghton Mifflin School,http://images.amazon.com/images/P/0395688612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395688612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395688612.01.LZZZZZZZ.jpg
0373031211,"No Angel (Harlequin Romance, No 3121)",Jeanne Allan,1991,Harlequin,http://images.amazon.com/images/P/0373031211.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373031211.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373031211.01.LZZZZZZZ.jpg
0025152009,"Tallulah, Darling: A Biography of Tallulah Bankhead",Denis Brian,1980,Simon &amp; Schuster,http://images.amazon.com/images/P/0025152009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0025152009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0025152009.01.LZZZZZZZ.jpg
0671021826,The BEGINNING FEAR STREET COLLECTORS EDITION : THE NEW GIRL THE SURPRISE PARTY THE OVERNIGHT (Fear Street Series),R.L. Stine,1998,Simon Pulse,http://images.amazon.com/images/P/0671021826.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671021826.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671021826.01.LZZZZZZZ.jpg
0451186311,The Dawn of Fury,Ralph Compton,1995,Signet Book,http://images.amazon.com/images/P/0451186311.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451186311.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451186311.01.LZZZZZZZ.jpg
0590480898,The Bunyans,Audrey Wood,1996,Scholastic,http://images.amazon.com/images/P/0590480898.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590480898.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590480898.01.LZZZZZZZ.jpg
0374387788,Young Unicorns,Madeleine L'Engle,1968,Farrar Straus Giroux,http://images.amazon.com/images/P/0374387788.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374387788.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374387788.01.LZZZZZZZ.jpg
0446605263,The Lie,Michael Weaver,1998,Warner Books,http://images.amazon.com/images/P/0446605263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605263.01.LZZZZZZZ.jpg
0679728139,The Odyssey,Robert Fitzgerald,1990,Random House Inc,http://images.amazon.com/images/P/0679728139.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679728139.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679728139.01.LZZZZZZZ.jpg
0373790023,Earthbound : Elizabeth Porter Phelps and Life at Forty Acres (1747-1817) (Dreamscape),Rebecca Flanders,1990,Harlequin,http://images.amazon.com/images/P/0373790023.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373790023.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373790023.01.LZZZZZZZ.jpg
0373290772,"Winter'S Bride (Harlequin Historical, No. 477)",Catherine Archer,1999,Harlequin,http://images.amazon.com/images/P/0373290772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373290772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373290772.01.LZZZZZZZ.jpg
0440204704,The Pledge,Howard Fast,1989,Dell Publishing Company,http://images.amazon.com/images/P/0440204704.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440204704.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440204704.01.LZZZZZZZ.jpg
1586636154,The Best Doctor Jokes Ever,Beth Tripmacher,2002,MetroBooks (NY),http://images.amazon.com/images/P/1586636154.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1586636154.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1586636154.01.LZZZZZZZ.jpg
2226113878,Le nouvel art du temps broche,Servan-Schreiber-J.l,2000,Albin Michel,http://images.amazon.com/images/P/2226113878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2226113878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2226113878.01.LZZZZZZZ.jpg
0963152807,In Cleveland: A Guide to the City's Finest,Ann Zoller,1992,City Visitor Pubns,http://images.amazon.com/images/P/0963152807.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0963152807.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0963152807.01.LZZZZZZZ.jpg
0765304058,The Forever Year,Ronald Anthony,2003,Forge,http://images.amazon.com/images/P/0765304058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765304058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765304058.01.LZZZZZZZ.jpg
3499208555,Matilda. ( Ab 8 J.).,Roald Dahl,1997,Rowohlt Tb.,http://images.amazon.com/images/P/3499208555.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499208555.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499208555.01.LZZZZZZZ.jpg
0618240349,Mosque,David Macaulay,2003,Houghton Mifflin/Walter Lorraine Books,http://images.amazon.com/images/P/0618240349.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618240349.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618240349.01.LZZZZZZZ.jpg
0679410554,Tap Tap,David Martin,1995,Random House Inc,http://images.amazon.com/images/P/0679410554.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679410554.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679410554.01.LZZZZZZZ.jpg
0307157768,"Joe Kaufman's Slimy, Creepy, Crawly Creatures",Joe Kaufman,1985,Random House Childrens Books,http://images.amazon.com/images/P/0307157768.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307157768.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307157768.01.LZZZZZZZ.jpg
0895261391,Useful Idiots: How Liberals Got It Wrong in the Cold War and Still Blame America First,Mona Charen,2003,Regnery Publishing,http://images.amazon.com/images/P/0895261391.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0895261391.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0895261391.01.LZZZZZZZ.jpg
0743417933,The Very Comely Countess (Sonnet Books),Miranda Jarrett,2001,Pocket,http://images.amazon.com/images/P/0743417933.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743417933.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743417933.01.LZZZZZZZ.jpg
0783541090,Roses (Time-Life Complete Gardener),Time-Life Books,1996,Time-Life Books,http://images.amazon.com/images/P/0783541090.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0783541090.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0783541090.01.LZZZZZZZ.jpg
0671009834,Geography Of The Heart,Fenton Johnson,1997,Scribner,http://images.amazon.com/images/P/0671009834.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671009834.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671009834.01.LZZZZZZZ.jpg
0393322823,Capture the Moment: The Pulitzer Prize Photographs,Cyma Rubin,2003,W.W. Norton &amp; Company,http://images.amazon.com/images/P/0393322823.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393322823.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393322823.01.LZZZZZZZ.jpg
0743484797,Wither's Legacy : A Wendy Ward Novel,John Passarella,2004,Pocket,http://images.amazon.com/images/P/0743484797.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743484797.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743484797.01.LZZZZZZZ.jpg
0688109764,Constance: A Story of Early Plymouth,Patricia Clapp,1991,HarperTrophy,http://images.amazon.com/images/P/0688109764.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688109764.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688109764.01.LZZZZZZZ.jpg
3596112982,Ein Spiel der Natur. Roman.,Nadine Gordimer,1991,"Fischer (Tb.), Frankfurt",http://images.amazon.com/images/P/3596112982.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3596112982.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3596112982.01.LZZZZZZZ.jpg
044097707X,REVENGE SILENT TOMB (Race Against Time),J.J. FORTUNE,1983,Laurel Leaf,http://images.amazon.com/images/P/044097707X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044097707X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044097707X.01.LZZZZZZZ.jpg
0743435257,Gust Front,John Ringo,2002,Baen,http://images.amazon.com/images/P/0743435257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743435257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743435257.01.LZZZZZZZ.jpg
1585741833,Trails of a Wilderness Wanderer: True Stories from the Western Frontier,Andy Russell,2000,The Lyons Press,http://images.amazon.com/images/P/1585741833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1585741833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1585741833.01.LZZZZZZZ.jpg
1402200129,The Last Noel: A Novel,Michael Malone,2002,Sourcebooks Landmark,http://images.amazon.com/images/P/1402200129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1402200129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1402200129.01.LZZZZZZZ.jpg
0440199034,Zoo Vet: Adventures of a Wild Animal Doctor,David Taylor,1978,Bantam Books (Mm),http://images.amazon.com/images/P/0440199034.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440199034.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440199034.01.LZZZZZZZ.jpg
042503125X,Farnhams Freehold,Robert A. Heinlein,1976,Berkley Publishing Group,http://images.amazon.com/images/P/042503125X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042503125X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042503125X.01.LZZZZZZZ.jpg
0688142966,Simple Simon: A Thriller,Ryne Douglas Pearson,1996,Harpercollins,http://images.amazon.com/images/P/0688142966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688142966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688142966.01.LZZZZZZZ.jpg
8423988821,La Mansion de los Abismos (Espasa Juvenil),Joan Manuel Gisbert,1999,"Espasa Calpe Mexicana, S.A.",http://images.amazon.com/images/P/8423988821.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8423988821.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8423988821.01.LZZZZZZZ.jpg
1557480931,In His Steps (Inspirational Library (Hardcover)),Charles M. Sheldon,1990,Barbour Publishing,http://images.amazon.com/images/P/1557480931.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1557480931.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1557480931.01.LZZZZZZZ.jpg
0904681351,England a Picture Book to Remember Her B,Ted Smart,0,Crescent Books,http://images.amazon.com/images/P/0904681351.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0904681351.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0904681351.01.LZZZZZZZ.jpg
042511273X,Love Songs,Lawrence Sanders,1995,Berkley Publishing Group,http://images.amazon.com/images/P/042511273X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042511273X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042511273X.01.LZZZZZZZ.jpg
0373834993,Somebody'S Dad,Judith Arnold,2002,Harlequin,http://images.amazon.com/images/P/0373834993.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373834993.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373834993.01.LZZZZZZZ.jpg
0590228668,"Stacey and the Haunted Masquerade (Baby-Sitters Club Mystery, 22)",Ann M. Martin,1995,Scholastic,http://images.amazon.com/images/P/0590228668.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590228668.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590228668.01.LZZZZZZZ.jpg
0553231081,Southern Discomfort,Rita Mae Brown,1983,Bantam Books,http://images.amazon.com/images/P/0553231081.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553231081.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553231081.01.LZZZZZZZ.jpg
0345328124,"The Goblin Tower (Reluctant King, Vol. 1)",Lyon Sprague De Camp,1983,Del Rey Books,http://images.amazon.com/images/P/0345328124.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345328124.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345328124.01.LZZZZZZZ.jpg
0843946709,The Demon Circle,Dan Schmidt,2000,Leisure Books,http://images.amazon.com/images/P/0843946709.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843946709.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843946709.01.LZZZZZZZ.jpg
0671041630,Kiss of Darkness,Belinda Alexandra,2000,Simon Spotlight Entertainment,http://images.amazon.com/images/P/0671041630.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671041630.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671041630.01.LZZZZZZZ.jpg
0312868987,Patent to Kill,April Christofferson,2003,Forge Books,http://images.amazon.com/images/P/0312868987.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312868987.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312868987.01.LZZZZZZZ.jpg
0718139844,Drumveyn,Alexandra Raife,1996,Michael Joseph,http://images.amazon.com/images/P/0718139844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0718139844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0718139844.01.LZZZZZZZ.jpg
0312877811,The Spike: How Our Lives Are Being Transformed by Rapidly Advancing Technologies,Damien Broderick,2001,Tor Books,http://images.amazon.com/images/P/0312877811.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312877811.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312877811.01.LZZZZZZZ.jpg
0312859104,Nightkill,F. Paul Wilson,1997,St Martins Pr,http://images.amazon.com/images/P/0312859104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312859104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312859104.01.LZZZZZZZ.jpg
1577595432,Anne of Green Gables (Dalmatian Press Adapted Classic),L. M. Montgomery,2002,Dalmatian Press,http://images.amazon.com/images/P/1577595432.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1577595432.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1577595432.01.LZZZZZZZ.jpg
1931696942,Fate,Robert Arthur Smith,2001,"NovelBooks, Inc.",http://images.amazon.com/images/P/1931696942.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1931696942.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1931696942.01.LZZZZZZZ.jpg
0590462938,I Spy Fun House:  A Book of Picture Riddles,Jean Marzollo,1993,Cartwheel Books,http://images.amazon.com/images/P/0590462938.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590462938.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590462938.01.LZZZZZZZ.jpg
0451529162,The Black Arrow: A Tale of the Two Roses (Signet Classics (Paperback)),Robert Louis Stevenson,2003,Signet Classics,http://images.amazon.com/images/P/0451529162.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451529162.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451529162.01.LZZZZZZZ.jpg
3379000507,"Otto von Bismarck: Dokumente seines Lebens, 1815-1898 (Biografien)",Otto Bismarck,1986,P. Reclam,http://images.amazon.com/images/P/3379000507.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3379000507.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3379000507.01.LZZZZZZZ.jpg
0312972741,In the Event of My Death,Carlene Thompson,1999,St. Martin's Press,http://images.amazon.com/images/P/0312972741.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312972741.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312972741.01.LZZZZZZZ.jpg
0671685198,EVENING STAR,Larry McMurtry,1992,Simon &amp; Schuster,http://images.amazon.com/images/P/0671685198.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671685198.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671685198.01.LZZZZZZZ.jpg
207075278X,La cliente: Roman,Pierre Assouline,1998,Gallimard,http://images.amazon.com/images/P/207075278X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/207075278X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/207075278X.01.LZZZZZZZ.jpg
0140707034,Coriolanus (New Penguin Shakespeare),William Shakespeare,1980,Penguin Books,http://images.amazon.com/images/P/0140707034.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140707034.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140707034.01.LZZZZZZZ.jpg
